Date/time,Humidity percent
2021-09-25 19:21:14.703565,53.3
2021-09-25 19:22:14.349654,53.26
2021-09-25 19:23:14.002819,53.22
2021-09-25 19:24:13.654215,53.25
2021-09-25 19:25:13.299525,52.94
2021-09-25 19:26:12.951001,52.99
2021-09-25 19:27:12.602007,53.24
2021-09-25 19:28:12.249816,53.15
2021-09-25 19:29:11.902667,52.96
2021-09-25 19:30:11.550729,52.87
2021-09-25 19:31:11.201475,53.21
2021-09-25 19:32:10.851185,52.8
2021-09-25 19:33:10.499951,52.79
2021-09-25 19:34:10.149271,52.77
2021-09-25 19:35:09.799515,52.69
2021-09-25 19:36:09.450074,52.83
2021-09-25 19:37:09.098957,53.01
2021-09-25 19:38:08.747203,53.55
2021-09-25 19:39:08.399154,53.04
2021-09-25 19:40:08.048983,52.84
2021-09-25 19:41:07.703053,53.2
2021-09-25 19:42:07.351493,53.03
2021-09-25 19:43:07.002457,53.25
2021-09-25 19:44:06.650991,53.43
2021-09-25 19:45:06.303500,53.99
2021-09-25 19:46:05.950120,53.83
2021-09-25 19:47:05.604860,53.15
2021-09-25 19:48:05.251490,53.21
2021-09-25 19:49:04.903753,53.07
2021-09-25 19:50:04.552329,53.31
2021-09-25 19:51:04.203435,53.13
2021-09-25 19:52:03.851050,53.39
